price_cleaned,space_cleaned,lat,lon,gde_area_forest_percentage,type_unified
1275000.0,111.0,46.5218269,6.6327025,39.1483184128,flat
487000.0,83.0,46.5218269,6.6327025,39.1483184128,flat
492000.0,82.0,46.5218269,6.6327025,39.1483184128,flat
599000.0,95.0,46.5218269,6.6327025,39.1483184128,flat
925000.0,95.0,46.5218269,6.6327025,39.1483184128,flat
1000000.0,168.0,46.5218269,6.6327025,39.1483184128,flat
1850000.0,140.0,46.5218269,6.6327025,39.1483184128,detached-house
2490000.0,263.0,46.5218269,6.6327025,39.1483184128,villa
3000000.0,300.0,46.5218269,6.6327025,39.1483184128,detached-house
3330000.0,230.0,46.5218269,6.6327025,39.1483184128,villa
3330000.0,230.0,46.5218269,6.6327025,39.1483184128,detached-house
3500000.0,275.0,46.5218269,6.6327025,39.1483184128,detached-house
3800000.0,220.0,46.5218269,6.6327025,39.1483184128,villa
4950000.0,170.0,46.5218269,6.6327025,39.1483184128,villa
8450000.0,600.0,46.5218269,6.6327025,39.1483184128,villa
695000.0,136.0,46.5218269,6.6327025,39.1483184128,flat
1950000.0,175.0,46.5218269,6.6327025,39.1483184128,detached-house
4420000.0,463.0,46.5218269,6.6327025,39.1483184128,duplex-maisonette
4420000.0,463.0,46.5218269,6.6327025,39.1483184128,duplex-maisonette
15000000.0,850.0,46.5218269,6.6327025,39.1483184128,detached-house
400000.0,23.0,46.5218269,6.6327025,39.1483184128,studio
550000.0,50.0,46.5210761,6.63933,39.1483184128,flat
2690000.0,112.0,46.5218269,6.6327025,39.1483184128,flat
850000.0,76.0,46.5218269,6.6327025,39.1483184128,flat
850000.0,76.0,46.5218269,6.6327025,39.1483184128,flat
850000.0,70.0,46.5218269,6.6327025,39.1483184128,flat
1130000.0,122.0,46.564274,6.6843487,39.1483184128,flat
1490000.0,103.0,46.5231237,6.63567580632188,39.1483184128,attic-flat
1720000.0,97.0,46.5218269,6.6327025,39.1483184128,flat
1780000.0,97.0,46.5218269,6.6327025,39.1483184128,flat
1920000.0,175.0,46.5231237,6.63567580632188,39.1483184128,flat
2990000.0,313.0,46.5218269,6.6327025,39.1483184128,duplex-maisonette
3950000.0,423.0,46.5218269,6.6327025,39.1483184128,detached-house
6500000.0,284.0,46.5218269,6.6327025,39.1483184128,flat
7800000.0,460.0,46.5218269,6.6327025,39.1483184128,detached-house
8200000.0,380.0,46.5218269,6.6327025,39.1483184128,detached-house
795000.0,72.0,46.5695347,6.6865321,39.1483184128,flat
24000000.0,700.0,46.5218269,6.6327025,39.1483184128,detached-house
1980000.0,120.0,46.5163815,6.6086599,39.1483184128,villa
1790000.0,170.0,46.5218269,6.6327025,39.1483184128,detached-house
765000.0,67.0,46.5218269,6.6327025,39.1483184128,flat
785000.0,55.0,46.5218269,6.6327025,39.1483184128,flat
1000000.0,116.0,46.5218269,6.6327025,39.1483184128,flat
1000000.0,116.0,46.51828015,6.608101400716511,39.1483184128,flat
1070000.0,106.0,46.5218269,6.6327025,39.1483184128,loft
1115000.0,116.0,46.5218269,6.6327025,39.1483184128,flat
1150000.0,116.0,46.5218269,6.6327025,39.1483184128,flat
1150000.0,116.0,46.51828015,6.608101400716511,39.1483184128,flat
1300000.0,146.0,46.5114847,6.6171534,39.1483184128,flat
1345000.0,101.0,46.5218269,6.6327025,39.1483184128,flat
1350000.0,116.0,46.51828015,6.608101400716511,39.1483184128,flat
1790000.0,170.0,46.5218269,6.6327025,39.1483184128,detached-house
2640000.0,184.0,46.5218269,6.6327025,39.1483184128,detached-house
2950000.0,207.0,46.5218269,6.6327025,39.1483184128,flat
2950000.0,221.0,46.5114847,6.6171534,39.1483184128,flat
5200000.0,300.0,46.5218269,6.6327025,39.1483184128,detached-house
4450000.0,500.0,46.5532677,6.5980688,10.9375,villa
1687050.0,146.0,46.5532677,6.5980688,10.9375,flat
1750000.0,125.0,46.5532677,6.5980688,10.9375,flat
1990000.0,309.0,46.5483922,6.6016982,6.4220183486,flat
2580000.0,242.0,46.5483922,6.6016982,6.4220183486,semi-detached-house
660000.0,74.0,46.5532677,6.5980688,10.9375,flat
1330000.0,116.0,46.5532677,6.5980688,10.9375,flat
2300000.0,200.0,46.5532677,6.5980688,10.9375,villa
2430000.0,190.0,46.5532677,6.5980688,10.9375,detached-house
2990000.0,238.0,46.5489946,6.5968323,10.9375,flat
2990000.0,238.0,46.5532677,6.5980688,10.9375,detached-house
2990000.0,238.0,46.5532677,6.5980688,10.9375,detached-house
2995000.0,204.0,46.5532677,6.5980688,10.9375,villa
3350000.0,239.0,46.5532677,6.5980688,10.9375,detached-house
4400000.0,470.0,46.5532677,6.5980688,10.9375,detached-house
4450000.0,500.0,46.5532677,6.5980688,10.9375,detached-house
780000.0,80.0,46.5532677,6.5980688,10.9375,flat
850000.0,96.0,46.5532677,6.5980688,10.9375,flat
930000.0,80.0,46.5532677,6.5980688,10.9375,flat
980000.0,100.0,46.5532677,6.5980688,10.9375,flat
1024520.0,73.0,46.5532677,6.5980688,10.9375,flat
1100000.0,113.0,46.54118495,6.601194899999995,6.4220183486,stepped-apartment
1390000.0,155.0,46.5532677,6.5980688,10.9375,flat
1390000.0,161.0,46.539029,6.5988417,6.4220183486,penthouse
1665600.0,160.0,46.5532677,6.5980688,10.9375,flat
1665660.0,108.0,46.5532677,6.5980688,10.9375,flat
1687050.0,120.0,46.5532677,6.5980688,10.9375,flat
1745700.0,118.0,46.5532677,6.5980688,10.9375,flat
1745700.0,158.0,46.5532677,6.5980688,10.9375,flat
1750000.0,97.0,46.5532677,6.5980688,10.9375,flat
2490000.0,137.0,46.5098019,6.6617476,23.857868020300003,flat
2540000.0,166.0,46.5098019,6.6617476,23.857868020300003,flat
973000.0,107.0,46.5098019,6.6617476,23.857868020300003,flat
990000.0,93.0,46.5098019,6.6617476,23.857868020300003,flat
1120000.0,72.0,46.5098019,6.6617476,23.857868020300003,flat
1150000.0,65.0,46.5098019,6.6617476,23.857868020300003,flat
1190000.0,71.0,46.513279,6.6580407,23.857868020300003,flat
1450000.0,85.0,46.5098019,6.6617476,23.857868020300003,flat
1490000.0,93.0,46.5098019,6.6617476,23.857868020300003,flat
1875000.0,173.0,46.5098019,6.6617476,23.857868020300003,duplex-maisonette
1890000.0,107.0,46.5098019,6.6617476,23.857868020300003,attic-flat
1950000.0,137.0,46.5098019,6.6617476,23.857868020300003,flat
2100000.0,140.0,46.5098019,6.6617476,23.857868020300003,attic-flat
2390000.0,164.0,46.5098019,6.6617476,23.857868020300003,attic-flat
2460000.0,157.0,46.5098019,6.6617476,23.857868020300003,flat
2490000.0,150.0,46.5098019,6.6617476,23.857868020300003,flat
2610000.0,144.0,46.5098019,6.6617476,23.857868020300003,flat
2690000.0,174.0,46.5098019,6.6617476,23.857868020300003,flat
2690000.0,174.0,46.5098019,6.6617476,23.857868020300003,flat
2990000.0,190.0,46.5192207,6.6656756,23.857868020300003,penthouse
3150000.0,160.0,46.5098019,6.6617476,23.857868020300003,flat
3650000.0,235.0,46.5098019,6.6617476,23.857868020300003,attic-flat
4050000.0,323.0,46.5098019,6.6617476,23.857868020300003,detached-house
4290000.0,216.0,46.5098019,6.6617476,23.857868020300003,flat
4500000.0,180.0,46.5098019,6.6617476,23.857868020300003,flat
4650000.0,191.0,46.5098019,6.6617476,23.857868020300003,stepped-apartment
4650000.0,191.0,46.5098019,6.6617476,23.857868020300003,attic-flat
4990000.0,287.0,46.5098019,6.6617476,23.857868020300003,flat
4990000.0,287.0,46.5098019,6.6617476,23.857868020300003,flat
5000000.0,309.0,46.5171654,6.6607421,23.857868020300003,flat
5000000.0,299.0,46.5171654,6.6607421,23.857868020300003,attic-flat
5000000.0,300.0,46.5098019,6.6617476,23.857868020300003,flat
5100000.0,300.0,46.5098019,6.6617476,23.857868020300003,flat
6900000.0,350.0,46.5098019,6.6617476,23.857868020300003,detached-house
16000000.0,1000.0,46.5098019,6.6617476,23.857868020300003,detached-house
1200000.0,74.0,46.5218269,6.6327025,39.1483184128,flat
478290.0,29.0,46.5218269,6.6327025,39.1483184128,flat
660000.0,70.0,46.5218269,6.6327025,39.1483184128,flat
730000.0,65.0,46.5218269,6.6327025,39.1483184128,flat
735000.0,71.0,46.5382971,6.6600662,39.1483184128,flat
890000.0,91.0,46.5382971,6.6600662,39.1483184128,flat
1050000.0,80.0,46.5446695,6.648246,25.3246753247,penthouse
1050000.0,82.0,46.5446695,6.648246,25.3246753247,penthouse
1095000.0,83.0,46.5336973,6.655233,39.1483184128,penthouse
1200000.0,90.0,46.5218269,6.6327025,39.1483184128,flat
1200000.0,101.0,46.5446695,6.648246,25.3246753247,flat
1220000.0,118.0,46.5218269,6.6327025,39.1483184128,flat
1300000.0,100.0,46.5446695,6.648246,25.3246753247,flat
1400000.0,102.0,46.5446695,6.648246,25.3246753247,flat
1590000.0,140.0,46.5218269,6.6327025,39.1483184128,semi-detached-house
1715000.0,176.0,46.5382971,6.6600662,39.1483184128,duplex-maisonette
1715000.0,176.0,46.5218269,6.6327025,39.1483184128,flat
2310000.0,131.0,46.5218269,6.6327025,39.1483184128,flat
2110000.0,135.0,46.5218269,6.6327025,39.1483184128,flat
2210000.0,132.0,46.5218269,6.6327025,39.1483184128,flat
1400000.0,125.0,46.5218269,6.6327025,39.1483184128,flat
1400000.0,125.0,46.5218269,6.6327025,39.1483184128,detached-house
2250000.0,128.0,46.5218269,6.6327025,39.1483184128,flat
1290000.0,112.0,46.5218269,6.6327025,39.1483184128,flat
1495000.0,114.0,46.5191873,6.6515772,39.1483184128,flat
1560000.0,108.0,46.5294857,6.660582846769104,39.1483184128,flat
2020000.0,127.0,46.5218269,6.6327025,39.1483184128,flat
2990000.0,300.0,46.5218269,6.6327025,39.1483184128,duplex-maisonette
3050000.0,320.0,46.525277494412606,6.654436378510029,39.1483184128,detached-house
3480000.0,200.0,46.5218269,6.6327025,39.1483184128,attic-flat
5555000.0,290.0,46.5218269,6.6327025,39.1483184128,detached-house
6200000.0,337.0,46.5218269,6.6327025,39.1483184128,detached-house
6900000.0,350.0,46.5218269,6.6327025,39.1483184128,detached-house
7300000.0,355.0,46.5218269,6.6327025,39.1483184128,detached-house
1990000.0,222.0,46.5538658,6.5772501,26.4492753623,detached-house
835000.0,77.0,46.5541442,6.5792082,26.4492753623,flat
980000.0,96.0,46.5541442,6.5792082,26.4492753623,flat
1600000.0,130.0,46.5538658,6.5772501,26.4492753623,detached-house
1635000.0,180.0,46.5538658,6.5772501,26.4492753623,detached-house
1850000.0,224.0,46.5538658,6.5772501,26.4492753623,villa
1850000.0,250.0,46.5519845,6.578491049999996,26.4492753623,farmhouse
1740000.0,132.0,46.52367,6.5589006,11.5992970123,detached-house
995000.0,100.0,46.52490133858561,6.560605598263027,11.5992970123,attic-flat
995000.0,100.0,46.52490133858561,6.560605598263027,11.5992970123,attic-flat
488000.0,48.0,46.5261672,6.5620735,11.5992970123,flat
585000.0,62.0,46.5261672,6.5620735,11.5992970123,flat
890000.0,96.0,46.5293456,6.5611173,11.5992970123,attic-flat
940000.0,92.0,46.5293456,6.5611173,11.5992970123,flat
990000.0,109.0,46.5293456,6.5611173,11.5992970123,flat
1320000.0,125.0,46.5261672,6.5620735,11.5992970123,flat
1320000.0,139.0,46.5293456,6.5611173,11.5992970123,attic-flat
1320000.0,139.0,46.5293456,6.5611173,11.5992970123,attic-flat
3350000.0,470.0,46.5261672,6.5620735,11.5992970123,detached-house
3350000.0,470.0,46.5261672,6.5620735,11.5992970123,detached-house
3350000.0,470.0,46.5261672,6.5620735,11.5992970123,detached-house
3490000.0,348.0,46.5261672,6.5620735,11.5992970123,villa
3490000.0,315.0,46.5261672,6.5620735,11.5992970123,detached-house
4600000.0,340.0,46.5261672,6.5620735,11.5992970123,detached-house
1540000.0,128.0,46.5183844,6.5267369,5.4347826087,penthouse
1995000.0,210.0,46.5183299,6.514319964750701,5.4347826087,detached-house
1995000.0,210.0,46.5183844,6.5267369,5.4347826087,flat
860000.0,87.0,46.552754,6.5567283,17.3640167364,flat
1290000.0,147.0,46.5512503,6.553745,17.3640167364,flat
665000.0,65.0,46.553445,6.5555403,17.3640167364,flat
1125000.0,136.0,46.5476466,6.5518541,17.3640167364,duplex-maisonette
1750000.0,207.0,46.5512503,6.553745,17.3640167364,detached-house
1750000.0,207.0,46.5512503,6.553745,17.3640167364,flat
1750000.0,145.0,46.5503348,6.554604938679245,17.3640167364,terrace-house
880000.0,90.0,46.552754,6.5567283,17.3640167364,flat
880000.0,88.0,46.552754,6.5567283,17.3640167364,flat
1030000.0,109.0,46.552754,6.5567283,17.3640167364,flat
1070000.0,105.0,46.5503348,6.554604938679245,17.3640167364,flat
1130000.0,135.0,46.5512503,6.553745,17.3640167364,duplex-maisonette
1130000.0,133.0,46.5512503,6.553745,17.3640167364,flat
340000.0,31.0,46.5621173,6.6055577,3.7671232877,flat
360000.0,31.0,46.5621173,6.6055577,3.7671232877,flat
365000.0,33.0,46.5621173,6.6055577,3.7671232877,flat
370000.0,38.0,46.5621173,6.6055577,3.7671232877,flat
445000.0,42.0,46.5621173,6.6055577,3.7671232877,flat
530000.0,51.0,46.5621173,6.6055577,3.7671232877,flat
645000.0,62.0,46.5621173,6.6055577,3.7671232877,flat
860000.0,99.0,46.5621173,6.6055577,3.7671232877,flat
860000.0,99.0,46.5621173,6.6055577,3.7671232877,flat
930000.0,108.0,46.5621173,6.6055577,3.7671232877,flat
1050000.0,112.0,46.5621173,6.6055577,3.7671232877,flat
1100000.0,124.0,46.5621173,6.6055577,3.7671232877,duplex-maisonette
1880000.0,210.0,46.5621173,6.6055577,3.7671232877,semi-detached-house
1880000.0,210.0,46.5629223,6.606445394858234,3.7671232877,detached-house
1450000.0,174.0,46.5854324,6.6061393,14.6608315098,flat
390000.0,37.0,46.5817716,6.597369,14.6608315098,flat
395000.0,37.0,46.5817716,6.597369,14.6608315098,flat
400000.0,37.0,46.5817716,6.597369,14.6608315098,flat
470000.0,38.0,46.5817716,6.597369,14.6608315098,flat
640000.0,58.0,46.5817716,6.597369,14.6608315098,flat
720000.0,65.0,46.5817716,6.597369,14.6608315098,flat
745000.0,65.0,46.5817716,6.597369,14.6608315098,flat
760000.0,65.0,46.5817716,6.597369,14.6608315098,flat
1080000.0,108.0,46.5854324,6.6061393,14.6608315098,attic-flat
2195000.0,240.0,46.5854324,6.6061393,14.6608315098,villa
2245000.0,240.0,46.5854324,6.6061393,14.6608315098,villa
635000.0,77.0,46.5931372,6.5661454,12.6903553299,flat
670000.0,81.0,46.5921272,6.5695617,12.6903553299,flat
790000.0,79.0,46.59267475,6.571520701966698,12.6903553299,flat
940000.0,98.0,46.5931372,6.5661454,12.6903553299,flat
1050000.0,129.0,46.5921272,6.5695617,12.6903553299,flat
2300000.0,268.0,46.5931372,6.5661454,12.6903553299,detached-house
2350000.0,275.0,46.5931372,6.5661454,12.6903553299,castle
2350000.0,300.0,46.5931372,6.5661454,12.6903553299,detached-house
1790000.0,158.0,46.5999558,6.614648776687957,15.1193633952,villa
1400000.0,190.0,46.6920285,6.7089748,26.4150943396,detached-house
1690000.0,200.0,46.6525947,6.6387415,13.0434782609,villa
825000.0,88.0,46.6381163,6.6346951,13.0434782609,flat
325000.0,35.0,46.6417157,6.635368810072364,13.0434782609,flat
480000.0,65.0,46.6381163,6.6346951,13.0434782609,flat
480000.0,51.0,46.6417157,6.635368810072364,13.0434782609,flat
565000.0,58.0,46.6417157,6.635368810072364,13.0434782609,flat
575000.0,63.0,46.6417157,6.635368810072364,13.0434782609,flat
585000.0,55.0,46.6417157,6.635368810072364,13.0434782609,flat
595000.0,64.0,46.6417157,6.635368810072364,13.0434782609,flat
595000.0,63.0,46.6417157,6.635368810072364,13.0434782609,flat
600000.0,66.0,46.6381163,6.6346951,13.0434782609,flat
620000.0,58.0,46.6417157,6.635368810072364,13.0434782609,flat
695000.0,73.0,46.6417157,6.635368810072364,13.0434782609,flat
715000.0,102.0,46.6381163,6.6346951,13.0434782609,flat
735000.0,88.0,46.6381163,6.6346951,13.0434782609,flat
735000.0,88.0,46.6381163,6.6346951,13.0434782609,flat
745000.0,89.0,46.6381163,6.6346951,13.0434782609,flat
765000.0,73.0,46.6417157,6.635368810072364,13.0434782609,flat
825000.0,88.0,46.6381163,6.6346951,13.0434782609,flat
835000.0,89.0,46.6381163,6.6346951,13.0434782609,flat
2000000.0,340.0,46.6169088,6.6607269,21.5071972904,detached-house
940000.0,145.0,46.6127871,6.6225936,11.1111111111,duplex-maisonette
1270000.0,164.0,46.6127871,6.6225936,11.1111111111,detached-house
2500000.0,290.0,46.6127871,6.6225936,11.1111111111,detached-house
2500000.0,500.0,46.6127871,6.6225936,11.1111111111,detached-house
795000.0,105.0,46.6127871,6.6225936,11.1111111111,flat
950000.0,250.0,46.7128201,6.7233526,30.383480826,semi-detached-house
1150000.0,380.0,46.7128201,6.7233526,30.383480826,semi-detached-house
1790000.0,178.0,46.55567842833787,6.632621865735695,18.358974359,duplex-maisonette
1795000.0,172.0,46.5614405,6.6271739,18.358974359,duplex-maisonette
2100000.0,234.0,46.55567842833787,6.632621865735695,18.358974359,detached-house
2875000.0,300.0,46.5530996,6.6354534,18.358974359,villa
4900000.0,668.0,46.5530996,6.6354534,18.358974359,villa
4900000.0,668.0,46.5530996,6.6354534,18.358974359,detached-house
570000.0,56.0,46.5530996,6.6354534,18.358974359,flat
640000.0,61.0,46.5439462,6.6397682,18.358974359,flat
650000.0,60.0,46.5530996,6.6354534,18.358974359,flat
760000.0,66.0,46.5530996,6.6354534,18.358974359,flat
770000.0,58.0,46.5530996,6.6354534,18.358974359,flat
790000.0,88.0,46.5439462,6.6397682,18.358974359,flat
860000.0,81.0,46.5530996,6.6354534,18.358974359,flat
925000.0,86.0,46.55567842833787,6.632621865735695,18.358974359,flat
1120000.0,96.0,46.5530996,6.6354534,18.358974359,flat
1130000.0,114.0,46.5530996,6.6354534,18.358974359,flat
1190000.0,115.0,46.5530996,6.6354534,18.358974359,flat
1200000.0,110.0,46.5439462,6.6397682,18.358974359,flat
1320000.0,115.0,46.5530996,6.6354534,18.358974359,flat
1400000.0,125.0,46.5530996,6.6354534,18.358974359,flat
1450000.0,167.0,46.55567842833787,6.632621865735695,18.358974359,attic-flat
1500000.0,136.0,46.5530996,6.6354534,18.358974359,flat
1575000.0,147.0,46.55567842833787,6.632621865735695,18.358974359,flat
1690000.0,177.0,46.5530996,6.6354534,18.358974359,semi-detached-house
1700000.0,180.0,46.5530996,6.6354534,18.358974359,flat
1750000.0,110.0,46.54894775,6.635043097615378,18.358974359,attic-flat
1790000.0,170.0,46.5530996,6.6354534,18.358974359,villa
1850000.0,174.0,46.5530996,6.6354534,18.358974359,detached-house
1890000.0,220.0,46.5530996,6.6354534,18.358974359,detached-house
1890000.0,174.0,46.5530996,6.6354534,18.358974359,detached-house
1950000.0,385.0,46.55567842833787,6.632621865735695,18.358974359,detached-house
2150000.0,250.0,46.5530996,6.6354534,18.358974359,detached-house
2200000.0,202.0,46.5530996,6.6354534,18.358974359,detached-house
2500000.0,200.0,46.5530996,6.6354534,18.358974359,villa
4900000.0,246.0,46.56282585,6.618752174720213,18.358974359,detached-house
4900000.0,668.0,46.5530996,6.6354534,18.358974359,detached-house
4900000.0,668.0,46.5837173,6.5958074,14.6608315098,detached-house
4900000.0,668.0,46.5530996,6.6354534,18.358974359,detached-house
4900000.0,668.0,46.55567842833787,6.632621865735695,18.358974359,villa
4900000.0,668.0,46.5530996,6.6354534,18.358974359,detached-house
4900000.0,668.0,46.56282585,6.618752174720213,18.358974359,detached-house
4900000.0,668.0,46.5530996,6.6354534,18.358974359,detached-house
2500000.0,200.0,46.5842947,6.6404485,36.8965517241,detached-house
450000.0,48.0,46.5842947,6.6404485,36.8965517241,flat
539000.0,121.0,46.5842947,6.6404485,36.8965517241,flat
2500000.0,200.0,46.5842947,6.6404485,36.8965517241,detached-house
2500000.0,200.0,46.5842947,6.6404485,36.8965517241,detached-house
3300000.0,400.0,46.587101776,6.642450764129032,36.8965517241,villa
680000.0,120.0,46.5905664,6.6258377,19.7297297297,flat
750000.0,139.0,46.5904805,6.6267885,19.7297297297,flat
750000.0,139.0,46.5904805,6.6267885,19.7297297297,flat
1400000.0,237.0,46.59049855728156,6.627051825889968,19.7297297297,flat
820000.0,109.0,46.6012433,6.6816355,51.3437057992,flat
1150000.0,180.0,46.60190725,6.68088230625356,51.3437057992,penthouse
1490000.0,210.0,46.6012433,6.6816355,51.3437057992,detached-house
2250000.0,300.0,46.6327876,6.7271416,36.0906515581,detached-house
1490000.0,192.0,46.6459595,6.7275169,36.0906515581,detached-house
930000.0,150.0,46.681059,6.7192139,32.7485380117,attic-flat
1550000.0,218.0,46.681059,6.7192139,32.7485380117,detached-house
870000.0,250.0,46.6663513,6.7155349,24.6121718377,detached-house
885000.0,212.0,46.681059,6.7192139,32.7485380117,flat
3200000.0,448.0,46.547327,6.6726245,25.3246753247,villa
1185000.0,123.0,46.5424301,6.6603722,39.1483184128,flat
1630000.0,183.0,46.5441538,6.666831862257018,25.3246753247,detached-house
1350000.0,150.0,46.547327,6.6726245,25.3246753247,flat
1395000.0,120.0,46.547327,6.6726245,25.3246753247,villa
1590000.0,177.0,46.5424301,6.6603722,39.1483184128,flat
1590000.0,140.0,46.547327,6.6726245,25.3246753247,detached-house
1790000.0,188.0,46.547327,6.6726245,25.3246753247,detached-house
2200000.0,255.0,46.547327,6.6726245,25.3246753247,detached-house
3600000.0,275.0,46.547327,6.6726245,25.3246753247,detached-house
3600000.0,250.0,46.547327,6.6726245,25.3246753247,detached-house
3600000.0,250.0,46.547327,6.6726245,25.3246753247,villa
1100000.0,170.0,46.5419511,6.77037,27.5824770146,flat
1250000.0,81.0,46.4852756,6.7704876,16.2037037037,flat
1620000.0,109.0,46.4852756,6.7704876,16.2037037037,flat
1680000.0,105.0,46.4852756,6.7704876,16.2037037037,flat
1690000.0,105.0,46.4852756,6.7704876,16.2037037037,flat
1750000.0,121.0,46.4852756,6.7704876,16.2037037037,flat
1850000.0,444.0,46.5419511,6.77037,27.5824770146,detached-house
2089000.0,250.0,46.51936635,6.791378635840708,24.300699300700003,detached-house
2089000.0,250.0,46.5419511,6.77037,27.5824770146,detached-house
2089000.0,260.0,46.5419511,6.77037,27.5824770146,detached-house
2089000.0,264.0,46.5419511,6.77037,27.5824770146,detached-house
2500000.0,182.0,46.5419511,6.77037,27.5824770146,villa
2550000.0,182.0,46.5419511,6.77037,27.5824770146,detached-house
2550000.0,182.0,46.5419511,6.77037,27.5824770146,detached-house
5200000.0,260.0,46.4852756,6.7704876,16.2037037037,flat
1680000.0,105.0,46.48036981458333,6.782241523958333,16.2037037037,flat
1750000.0,190.0,46.4809505,6.7803021,16.2037037037,detached-house
19000000.0,800.0,46.4809505,6.7803021,16.2037037037,detached-house
1250000.0,81.0,46.4852756,6.7704876,16.2037037037,flat
1680000.0,99.0,46.48036981458333,6.782241523958333,16.2037037037,flat
1790000.0,200.0,46.4809505,6.7803021,16.2037037037,detached-house
2400000.0,309.0,46.4809505,6.7803021,16.2037037037,duplex-maisonette
2450000.0,288.0,46.4809505,6.7803021,16.2037037037,flat
2590000.0,160.0,46.4809505,6.7803021,16.2037037037,detached-house
2950000.0,280.0,46.4809505,6.7803021,16.2037037037,detached-house
3590000.0,600.0,46.4809505,6.7803021,16.2037037037,detached-house
3830000.0,174.0,46.48036981458333,6.782241523958333,16.2037037037,flat
19000000.0,1000.0,46.4809505,6.7803021,16.2037037037,detached-house
19000000.0,674.0,46.4809505,6.7803021,16.2037037037,detached-house
19000000.0,674.0,46.48036981458333,6.782241523958333,16.2037037037,detached-house
1100000.0,134.0,46.5419511,6.77037,27.5824770146,attic-flat
3150000.0,500.0,46.5419511,6.77037,27.5824770146,villa
420000.0,73.0,46.5419511,6.77037,27.5824770146,flat
420000.0,68.0,46.5419511,6.77037,27.5824770146,flat
798000.0,122.0,46.5394116,6.7608627,27.5824770146,flat
1420000.0,145.0,46.5419511,6.77037,27.5824770146,flat
1890000.0,215.0,46.5419511,6.77037,27.5824770146,villa
2250000.0,290.0,46.5419511,6.77037,27.5824770146,detached-house
2850000.0,387.0,46.5566174,6.7506448,30.323785803200003,villa
1650000.0,164.0,46.5566174,6.7506448,30.323785803200003,detached-house
840000.0,91.0,46.5566174,6.7506448,30.323785803200003,flat
1490000.0,170.0,46.5566174,6.7506448,30.323785803200003,villa
1280000.0,118.0,46.5566174,6.7506448,30.323785803200003,detached-house
1490000.0,170.0,46.5566174,6.7506448,30.323785803200003,villa
1790000.0,147.0,46.5566174,6.7506448,30.323785803200003,detached-house
1990000.0,160.0,46.5566174,6.7506448,30.323785803200003,villa
2500000.0,260.0,46.5566174,6.7506448,30.323785803200003,detached-house
4500000.0,400.0,46.5566174,6.7506448,30.323785803200003,villa
1300000.0,143.0,46.57158385,6.753694674224125,19.0779014308,semi-detached-house
1330000.0,182.0,46.5686293,6.762280685687378,19.0779014308,villa
750000.0,124.0,46.581339,6.740799,49.8783454988,flat
1650000.0,214.0,46.5823956,6.7409638,49.8783454988,detached-house
1095000.0,161.0,46.6058744,6.7407986,41.8867924528,flat
1339000.0,180.0,46.5957836,6.7705874,21.4092140921,villa
1350000.0,280.0,46.6228148,6.7818797,23.2415902141,detached-house
1640000.0,200.0,46.6153495,6.7513901,19.624217119,detached-house
2390000.0,325.0,46.6153223,6.7515592,19.624217119,farmhouse
